mp_id	formula	eps_total(ϵ0)	eps_optic(ϵ0)	eps_ionic(ϵ0)	omega_LO(THz2π)	band_mass(me)	volume(Å^3)	alpha	v_gs	w_gs	v_rt	w_rt	energy_gs(meV)	energy_rt(meV)	ZPR(meV)	imag_memory	mobility(cm^2/V/s)
mp-10694	ScF3	8.270299999999999	2.2434	6.0269	18.032033873386172	10.94881921	64.8228323964	14.518268000665733	28.072309985799404	1.0822514880289078	30.128920818319738	1.1381237179780581	-1879.9499648785288	-2146.489625212475	-1877.2792	86.6727872414772	0.2949792602742998
mp-10695	ZnS	9.1092	6.184199999999999	2.925	10.157271589118537	0.16703569000000001	38.3919416549	0.38191413232086124	3.039377292151901	2.952220063665371	4.593611469011482	4.393133767496563	-16.113235104335832	-23.58996236210603	-16.1035	3.0220010068914505	554.5460927001324
mp-1070	CdSe	11.2382	7.974399999999999	3.263800000000001	5.9403467107072805	0.053916839999999994	112.607588378	0.19900894675303957	3.0201718705277	2.9753377556578955	7.188479171423822	7.051798009073576	-4.899608286459672	-9.070380510005004	-4.8981	1.5242519908749363	3406.1230086233613
mp-10748	TaCu3S4	6.790099999999999	6.539900000000001	0.25019999999999887	12.147881232664945	1.4908410000000003	159.970269539	0.11321212447048604	3.0113846017688837	2.9860306396577503	3.9420495802180504	3.8890943375887863	-5.692998549977481	-7.770930526730066	-5.6953	0.7993402848767115	234.89755748703845
mp-10760	MgSe	17.662500000000005	6.7569	10.905600000000003	9.162728433956588	0.29170801	40.487559541	0.9351885594074183	3.1018306514385667	2.879480261082054	5.18294949945125	4.644490847878876	-35.85353929038452	-54.791659993560465	-35.7818	8.398005855277143	114.26599404629957
mp-10776	K2Sn(AsS3)2	10.8175	5.8095	5.008000000000002	8.239467601651304	0.53421481	278.347366218	1.163843443913976	3.1297912547619218	2.848081918601234	5.7446102847288865	5.026375263903476	-40.250241610554845	-64.34061588169982	-40.1459	10.994435900030195	47.6598481608799
mp-1087	SrS	11.4673	4.853	6.6143	8.51695604707297	0.43890625	53.1517306532	1.547546190135866	3.1800030613679406	2.793464994624493	5.748717261752578	4.783195063105875	-55.62284983981594	-87.68092240266239	-55.4206	15.833865235280992	40.27938400768921
mp-10918	Rb2PdC2	8.3673	4.5409	3.8264000000000005	4.589440301046857	0.47927929	129.099796664	1.866659376463503	3.225336786614269	2.746047577233685	10.011531577502609	8.420247906876611	-36.327049701332164	-75.5500396623152	-36.1578	17.59849133027096	33.18772081184329
mp-10919	Rb2PtC2	8.5202	4.8553	3.6649000000000007	5.2831372347086	0.36192256	128.429239237	1.3299817126429487	3.151000135105739	2.82474134202222	8.543176981637577	7.513055752840908	-29.563300611308982	-57.670829040633	-29.4709	11.998634711860655	64.46055534778756
mp-10955	Sn(HgSe2)2	122.42140000000002	93.3406	29.080800000000018	3.6219786253962614	0.016332839999999998	193.62432932699997	0.009802206545463828	3.0009771761505277	2.9987974554993175	11.359824229900724	11.35123325041748	-0.14680948752792883	-0.34416330939321127	-0.1468	0.06381708899755136	268560.92992866185
mp-10969	CdCN2	10.638699999999998	4.166099999999999	6.4726	25.77474976514355	0.7055999999999999	52.11011740309999	1.3858942439845117	3.158310019238004	2.8167763629539	2.9517110348165825	2.4576929165278614	-150.3556152147536	-167.5179231812098	-149.916	5.040986007092222	78.69868319760192
mp-11019	GaCuO2	10.12	5.9976	4.122399999999998	17.371487572233413	0.47706648999999995	87.07467706139998	0.6455807731633549	3.0682763390477015	2.9180991718400984	3.273775026871429	3.013599986500735	-46.73618270977283	-56.78545130237048	-46.6879	3.8594140955290515	152.0341810491082
mp-11020	GaAgO2	11.105	6.298699999999999	4.806300000000002	16.37087526407383	0.33930625000000003	95.2236134717	0.5673994178219056	3.059550800536041	2.9283169776225595	3.3621268922992624	3.1277967334473495	-38.67137891701972	-47.7934133938397	-38.6347	3.552260172059344	232.24421441141163
mp-11022	ScAgO2	12.536600000000002	6.066	6.470600000000001	17.225199223087277	0.69122596	108.05676034199999	0.977637358878122	3.1069157048522245	2.873710183973746	3.374145426538816	2.9664716260239996	-70.49094578542852	-85.9592820694251	-70.3511	6.34009655061968	63.87422117768312
mp-1105	BaO2	15.470899999999999	3.6466999999999996	11.824200000000001	10.273721951017347	0.59459521	48.6286838602	2.891947920489311	3.3996865921852106	2.5793307887288117	5.580046993820895	3.730150210471285	-128.044294278355	-187.29203464085225	-127.0211	40.32750222743508	11.673976094570923
mp-1106	Sr2Si	27.8314	15.3385	12.492899999999999	6.389536572209396	0.19545241	383.752492037	0.29357473133890344	3.03001867798231	2.9634401244165636	6.7658519699720205	6.570638015183204	-7.783562313747001	-13.93234700108265	-7.7804	2.3110768382482867	619.7065905580076
mp-11123	CsYHgSe3	13.451699999999997	6.3353	7.1164000000000005	5.469153147102193	0.21706281	364.80710212699995	0.954192894847199	3.1041026859672587	2.876901342138149	8.097976385507113	7.386190802219718	-21.843215903481088	-41.966814182706386	-21.7982	8.145165293308215	158.32744623155858
mp-11175	LiZnPS4	7.803399999999999	5.071400000000001	2.7319999999999998	11.977412991097957	1.3551288099999999	145.572097033	1.331880479623481	3.1512461950057684	2.824471225749578	4.36067274629751	3.6703430760704245	-67.10995280835272	-92.34912588541013	-66.9084	12.194048368149087	16.939985644168576
mp-11265	BaCaSn	30.666699999999995	18.205299999999998	12.461399999999998	3.795396813838592	0.22099401000000002	440.258752224	0.3089236279270872	3.031634842386462	2.961499370837074	11.012572914948395	10.744764221521741	-4.866512695709357	-11.1413216879285	-4.864	2.129179591215514	594.9065254793983
mp-11327	Rb2Se	6.172000000000001	3.4078999999999997	2.7641	4.031295844296396	0.30713764000000005	125.604095796	2.0805238303602804	3.257790637653531	2.7131693029572426	11.39707871849746	9.492962586345307	-35.68099083282768	-78.80451357396848	-35.4899	19.241253213680853	47.36691847118634
mp-1138	LiF	9.3107	2.0829	7.2278	19.22018542716186	0.8915136400000001	16.0176368647	4.603923517000665	3.866597299700562	2.235054264656205	4.883050419779261	2.0399219768622583	-394.2576209506383	-475.7089430591992	-387.6192	69.0954255590112	4.5442711957818975
mp-1143	Al2O3	9.878599999999999	3.2362	6.642399999999999	25.526325550411745	0.385641	85.3116164402	1.4648030536968877	3.1687955726121535	2.8054521554930187	2.9792615722355147	2.450443890255797	-157.5621037487396	-175.90309551887083	-157.0664	5.549783914584131	130.79232366873146
