T(K)	v(THz2π)	w(THz2π)	E(meV)	M(mₑ)	R(Å)	κ(N/m)	ReΣ(ps⁻¹)	ImΣ(ps⁻¹)	μ(cm²V⁻¹s⁻¹)
118.0	18.721903748988865	14.68588776148468	-26.13002752681114	0.19502076374305058	20.278564675986022	0.0005818762388428193	-5.572832219457097e-15	68.06160763110024	215.34656516699778
119.0	18.863045584993955	14.81198921079983	-26.298779672671206	0.19461580211075183	20.194186397449073	0.0005887166496284962	-5.4856034340591895e-15	68.34804365551898	214.44408119379804
120.0	19.004192568952412	14.93816126201738	-26.468018306501428	0.19421635718835634	20.110859931445482	0.000595583493774042	-5.400507040695647e-15	68.63245064310914	213.5554433181666
121.0	19.14534417258916	15.064402498197808	-26.63774046713674	0.19382231672457886	20.028563538093657	0.0006024766563772733	-5.317473259776377e-15	68.9146332755271	212.68100440296888
122.0	19.286499888837994	15.190711544168195	-26.80794325477562	0.1934335713386568	19.94727610198924	0.000609396024066532	-5.236435144007608e-15	69.19543461977287	211.8179256137386
123.0	19.42765923079704	15.317087064804	-26.978623828558366	0.1930500144392907	19.866977109340993	0.0006163414849622764	-5.157328442213679e-15	69.47170161232852	210.9755926937069
124.0	19.568821730907196	15.443527763570467	-27.149779404269385	0.1926715421445474	19.78764662613378	0.0006233129286448564	-5.08009147063484e-15	69.74696963408057	210.14294241021153
125.0	19.709986940276185	15.570032381235817	-27.321407252155122	0.1922980532034277	19.709265277238114	0.000630310246127053	-5.0046649912663145e-15	70.02028053003227	209.3226892573635
126.0	19.851154427646133	15.696599694244085	-27.49350469485839	0.1919294489218949	19.6318142264434	0.0006373333298147052	-4.930992096913598e-15	70.2915995644075	208.51472315225166
127.0	19.992323778886675	15.823228513647392	-27.66606910545354	0.19156563308819816	19.555275157336258	0.0006443820734843206	-4.859018102354705e-15	70.55996511216898	207.72166482510917
128.0	20.133494596130223	15.949917683696658	-27.839097905581227	0.19120651190249768	19.47963025502215	0.0006514563722484313	-4.7886904414303595e-15	70.82770475465956	206.9364449105225
129.0	20.274666497197117	16.076666080746868	-28.012588563676154	0.1908519939071366	19.40486218860773	0.0006585561225305787	-4.7199585695673095e-15	71.09147546014178	206.16864860708756
130.0	20.415839114887568	16.203472612046326	-28.18653859328191	0.19050198991984177	19.330954094430044	0.0006656812220356851	-4.652773871495427e-15	71.35370127893607	205.41097603058927
131.0	20.55701209639449	16.33033621466965	-28.360945551447834	0.1901564129683504	19.257889559992353	0.0006728315697240512	-4.587089573795241e-15	71.61451940905582	204.662874847806
132.0	20.69818510271767	16.45725585446812	-28.535807037204208	0.1898151782271616	19.18565260856185	0.0006800070657855301	-4.522860662017078e-15	71.87188761111025	203.92999140926486
133.0	20.839357808153945	16.584230525117995	-28.71112069011013	0.18947820295584045	19.114227684415486	0.0006872076116156647	-4.460043802084222e-15	72.12819505718127	203.20532645357096
134.0	20.980529899657796	16.7112592470483	-28.886884188869683	0.18914540644007036	19.043599638677602	0.0006944331097879857	-4.3985972657735734e-15	72.38276891802447	202.4906430382712
135.0	21.12170107641649	16.838341066607175	-29.0630952500158	0.18881670993340882	18.97375371574418	0.0007016834640328617	-4.338480859967511e-15	72.63646385478646	201.78341077290114
136.0	21.26287104934501	16.96547505515928	-29.23975162665211	0.18849203660137473	18.904675540251574	0.0007089585792138428	-4.279655859517768e-15	72.88722786172775	201.08918740751693
137.0	21.40403954063282	17.092660308251087	-29.41685110725615	0.1881713114670624	18.836351104570298	0.0007162583613055724	-4.222084943488462e-15	73.13719818063328	200.40189927568883
138.0	21.54520628322249	17.219895944720815	-29.594391514535765	0.18785446135882727	18.768766756801956	0.0007235827173692014	-4.1657321346060014e-15	73.38555298216748	199.72368984754996
139.0	21.686371020514876	17.347181106050126	-29.772370704337902	0.18754141485861708	18.701909189236336	0.0007309315555358441	-4.110562741689021e-15	73.63222809754565	199.05459608915342
140.0	21.827533505891225	17.474514955545043	-29.95078656460721	0.1872321022527802	18.635765427281186	0.0007383047849832087	-4.0565433049528715e-15	73.87709329539	198.39483078330537
141.0	21.96869350231097	17.601896677602795	-30.129637014389417	0.18692645548416417	18.570322818810308	0.0007457023159152254	-4.0036415439910385e-15	74.12012197323602	197.7443241174615
142.0	22.109850781921384	17.729325477004135	-30.30892000288133	0.18662440810566142	18.505569023931837	0.000753124059541747	-3.9518263082917154e-15	74.36143160184194	197.10262574797324
143.0	22.2510051258111	17.85680057836293	-30.48863350852008	0.18632589523460505	18.441492005145967	0.0007605699280632723	-3.901067530132771e-15	74.6023744810488	196.46604447991973
144.0	22.392156323591333	17.984321225409808	-30.668775538113742	0.18603085350943993	18.378080017880993	0.0007680398346497846	-3.851336179770957e-15	74.83907282085043	195.84466870917615
145.0	22.53330417302264	18.11188668033235	-30.849344126007903	0.1857392210475717	18.31532160138797	0.0007755336934211104	-3.80260422276774e-15	75.07685826095782	195.22438421911625
146.0	22.674448479826488	18.23949622331558	-31.03033733328897	0.18545093740370885	18.25320556998317	0.0007830514194333832	-3.754844579316921e-15	75.31180647928237	194.61534795521513
147.0	22.81558905727323	18.36714915185866	-31.211753247020706	0.18516594353063212	18.19172100460561	0.0007905929286584644	-3.708031085526595e-15	75.5438794842878	194.01748392005476
148.0	22.956725725983034	18.4948447803239	-31.39358997951254	0.18488418174016502	18.130857244707364	0.0007981581379698331	-3.662138456485417e-15	75.77615835183677	193.42275646976088
149.0	23.097858313578925	18.622582439336473	-31.575845667618296	0.18460559566617224	18.07060388042179	0.0008057469651243792	-3.617142251074214e-15	76.00732849814764	192.8344767894133
150.0	23.2389866544526	18.750361475315277	-31.75851847206419	0.18433013022809888	18.010950745046006	0.0008133593287468951	-3.573018838388359e-15	76.23735207438942	192.25265600515348
151.0	23.380113703746076	18.87818436873431	-31.941606576803462	0.18405771981483113	17.951887648052907	0.0008209952685863499	-3.529745026817353e-15	76.47928692153693	191.64448327216203
152.0	23.52122996611694	19.006041140094773	-32.12510818839783	0.18378834715523085	17.89340566669055	0.0008286543441509049	-3.487299727935233e-15	76.69434458129278	191.1070953551958
153.0	23.6623446373573	19.133940536463193	-32.30902153542274	0.1835219254764877	17.835494542055603	0.000836336837388212	-3.4456605384332473e-15	76.91851415919017	190.5501371590155
154.0	23.803454462365202	19.261878844098966	-32.49334486789718	0.1832584162805353	17.77814526977732	0.0008440425499775571	-3.4048071011466578e-15	77.14436496662582	189.99227525487052
155.0	23.944559305834602	19.389855481507524	-32.678076456734885	0.18299777040882645	17.721348795150345	0.0008517714046628389	-3.3647193840031244e-15	77.36734382002474	189.44470236947413
156.0	24.085659037851755	19.51786988032729	-32.863214593217734	0.18273993979314673	17.665096266806714	0.0008595233249688121	-3.3253779934896106e-15	77.58893471761334	188.90365586852346
157.0	24.226753533756558	19.64592148500154	-33.048757588488265	0.18248487742622405	17.60937903087612	0.0008672982351899596	-3.2867641503494313e-15	77.8091810600113	188.36894597049027
